m30,BTR,FET,FDT,SHR,GRS,CRP
19295,0,0.008,0,2.139,0.757,0.115
19296,0,0.001,0,0.548,0.134,0.034
19297,0,0.048,0,8.628,3.289,0.564
19298,0,0.003,0,9.483,2.95,0.623
19299,0,0.006,0,13.841,2.809,0.852
19300,0,0.004,0,14.991,3.292,0.933
19301,0,0.035,0,19.256,3.026,1.164
19302,0,0.051,0,18.729,4.37,1.175
19303,0,0.027,0,16.735,3.449,1.029
19304,0,0.019,0,8.713,1.505,0.53
19305,0,0.003,0,4.289,0.766,0.256
19306,0,0,0,0.159,0.023,0.009
19555,0,0,0,0.109,0.059,0.003
19556,0,0,0,0.399,0.267,0.008
19557,0,0,0,0.395,0.329,0.004
19558,0,0,0,1.001,0.428,0.034
19559,0,0,0,2.402,1.077,0.099
19560,0,0.001,0,4.33,1.185,0.202
19561,0,0.001,0,1.86,0.726,0.069
19562,0,0.012,0,4.986,2.107,0.187
19563,0,0.009,0,3.563,1.032,0.166
19564,0,0,0,0.058,0.024,0.004
19565,0,0.048,0,7.133,4.412,0.347
19566,0,0.059,0,6.389,2.321,0.296
19567,0,0.009,0,0.609,0.312,0.02
19568,0,0.009,0,2.036,0.932,0.078
19569,0,0.077,0,7.946,1.887,0.424
19570,0,0.106,0,10.864,3.611,0.517
19571,0,0.151,0,15.265,5.57,0.684
19572,0,0.107,0,14.649,3.858,0.782
19573,0,0.02,0,3.887,1.046,0.194
19574,0,0.04,0,7.103,2.501,0.341
19575,0,0.027,0,4.649,1.429,0.225
19576,0,0.001,0,0.265,0.066,0.013
19580,0,0.007,0,1.606,0.311,0.089
19581,0,0.004,0,1.491,0.436,0.069
19582,0,0.013,0,5.349,2.083,0.226
19583,0,0.015,0,6.056,2.001,0.28
19584,0,0.026,0,3.777,0.911,0.227
19585,0,0,0,0.466,0.15,0.021
19587,0,0,0,0.101,0.013,0.006
19588,0,0,0,0.006,0.003,0
19592,0,0,0,0.38,0.101,0.016
19593,0,0,0,1.308,0.454,0.056
19594,0,0.001,0,1.286,0.314,0.061
19595,0,0,0,0.015,0.003,0
19596,0,0,0,0.058,0.027,0.002
19597,0,0,0,0.273,0.144,0.009
19598,0,0.006,0,2.105,0.514,0.107
19599,0,0.004,0,0.529,0.218,0.025
19600,0,0,0,0.062,0.025,0.004
19601,0,0.001,0,0.138,0.074,0.003
19602,0,0,0,0.013,0.01,0.001
19603,0,0,0,0.008,0.007,0
19604,0,0,0,0.001,0,0
19612,0,0,0,0.009,0.009,0
19613,0,0.002,0,0.378,0.086,0.019
19614,0,0,0,0.013,0.013,0
19615,0,0.001,0,0.192,0.192,0
19616,0,0.007,0,0.492,0.401,0.006
19617,0,0,0,0.046,0.025,0.001
19618,0,0,0,0.003,0.003,0
19619,0,0,0,0.036,0.016,0.001
19622,0,0,0,0.003,0.003,0
19624,0,0,0,0.043,0.015,0.002
19625,0,0,0,0.026,0.016,0.001
19626,0,0.001,0,0.157,0.099,0.004
19627,0,0.002,0,0.678,0.402,0.024
19628,0,0,0,0.003,0.005,0
19629,0,0,0,0.005,0.005,0
19630,0,0,0,0.002,0.002,0
19632,0,0,0,0.099,0.034,0.004
19633,0,0,0,0.082,0.04,0.003
19634,0,0.001,0,0.033,0.03,0
19636,0,0,0,0.014,0.002,0.001
19637,0,0,0,0.158,0.073,0.006
19639,0,0,0,0.004,0.004,0
19640,0,0,0,0.01,0.001,0
19661,0,0,0,0.059,0.007,0.004
19662,0,0.009,0,2.132,0.722,0.104
19663,0,0.003,0,1.789,0.64,0.094
19664,0,0.006,0,0.483,0.167,0.021
19665,0,0,0,0.547,0.124,0.029
19666,0,0,0,0.1,0.06,0.003
19667,0,0,0,0.001,0.001,0
19668,0,0,0,0.113,0.045,0.005
19669,0,0,0,0.166,0.08,0.006
19670,0,0,0,0.136,0.069,0.004
19671,0,0.001,0,0.126,0.026,0.007
19672,0,0.001,0,0.074,0.031,0.002
19675,0,0,0,0.002,0.002,0
19676,0,0,0,0.009,0.009,0
19749,0,0.002,0,0,0,0
19754,0,0,0,0,0,0
19755,0,0,0,0.048,0.03,0.001
19756,0,0.005,0,1.055,0.705,0.026
19757,0,0.031,0,0.582,0.49,0.012
19758,0,0.051,0,1.788,0.872,0.065
19759,0,0.067,0,0.391,0.288,0.011
19760,0,0.073,0,0.084,0.04,0.002
19761,0,0.019,0,0.009,0.011,0.001
19762,0,0,0,0.006,0.006,0
19763,0,0.008,0,0.03,0.015,0.001
19764,0,0,0,0.001,0,0
19834,0,0,0,0.102,0.012,0.006
19850,0,0,0,0.025,0.025,0.002
19919,0,0,0,0.008,0.001,0.001
19920,0,0,0,0.002,0.001,0
19921,0,0,0,0.091,0.013,0.005
19922,0,0,0,0.026,0.003,0.001
19923,0,0,0,0.012,0.012,0
19924,0,0,0,0.008,0.008,0
19925,0,0,0,0.029,0.027,0
19926,0,0,0,0.014,0.014,0
19927,0,0,0,0.001,0.001,0
19928,0,0,0,0.014,0.014,0
19930,0,0.001,0,0.116,0.026,0.006
19931,0,0,0,0.059,0.007,0.003
19933,0,0,0,0.051,0.019,0.002
19934,0,0,0,0.176,0.04,0.009
19935,0,0,0,0.288,0.159,0.022
19936,0,0,0,0.07,0.012,0.004
19937,0,0,0,0.32,0.1,0.016
19938,0,0,0,0.249,0.086,0.013
19986,0,0,0,0.017,0.021,0.002
19987,0,0.015,0,2.466,0.526,0.155
19988,0,0.057,0,3.993,0.907,0.263
19989,0,0.063,0,10.254,1.619,0.62
19990,0,0.027,0,10.041,1.554,0.607
19991,0,0.049,0,11.022,1.778,0.664
19992,0,0.08,0,14.748,2.689,0.867
19993,0,0.044,0,8.35,1.758,0.501
19994,0,0.028,0,5.446,1.084,0.339
19995,0,0.034,0,3.957,0.706,0.237
19996,0,0.038,0,3.651,0.586,0.209
19997,0,0.157,0,13.283,2.225,0.741
19998,0,0.236,0,18.551,3.821,1.017
19999,0,0.361,0,26.628,4.551,1.506
20000,0,0.527,0,30.929,7.292,1.65
20001,0,0.6,0,37.899,6.929,2.052
20002,0,0.702,0,43.89,6.83,2.498
20003,0,0.591,0,41.229,5.802,2.416
20004,0,0.681,0,40.117,6.308,2.3
20005,0,0.389,0,32.801,5.497,1.866
20006,0,0.329,0,31.685,5.354,1.845
20007,0,0.02,0,13.854,2.904,0.733
20008,0,0.035,0,10.231,2.981,0.503
20009,0,0.027,0,7.949,1.902,0.425
20010,0,0.005,0,2.515,1.006,0.134
20011,0,0,0,0.542,0.207,0.03
20012,0,0.004,0,2.965,0.706,0.175
20013,0,0.005,0,4.143,1.493,0.208
20014,0,0.017,0,6.913,2.549,0.312
20015,0,0.082,0,10.652,3.992,0.503
20016,0,0.02,0,8.01,3.846,0.434
20017,0,0.006,0,5.997,2.086,0.344
20018,0,0.023,0,9.224,4.121,0.595
20019,0,0.078,0,11.991,3.875,0.644
20020,0,0.044,0,10.769,3.257,0.574
20021,0,0.133,0,21.878,5.263,1.323
20022,0,0.192,0,30.694,8.91,1.921
20023,0,0.543,0,40.255,7.941,2.446
20024,0,0.879,0,51.113,7.294,2.991
20025,0,0.749,0,44.941,6.84,2.601
20026,0,0.281,0,22.283,3.111,1.255
20027,0,0.206,0,16.722,2.379,0.956
20028,0,0.002,0,0.405,0.049,0.025
20077,0,0.033,0,3.189,2.507,0.144
20078,0,0.002,0,4.694,3.164,0.191
20079,0,0.001,0,2.398,1.487,0.08
20080,0,0,0,0.039,0.083,0.003
20084,0,0,0,3.141,1.617,0.161
20085,0,0,0,0.283,0.195,0.006
20106,0,0,0,0.031,0.088,0.005
20278,0,0.002,0,1.479,0.394,0.083
20279,0,0,0,0.392,0.071,0.02
20280,0,0,0,1.485,0.425,0.07
20281,0,0,0,0.212,0.069,0.01
20282,0,0.021,0,4.799,1.405,0.247
20283,0,0.104,0,18.141,6.334,0.908
20284,0,0.143,0,22.308,6.058,1.146
20285,0,0.002,0,3.093,0.99,0.149
20286,0,0,0,0.279,0.247,0.002
20287,0,0.042,0,4.401,2.514,0.126
20288,0,0.01,0,2.736,1.257,0.098
20289,0,0.005,0,1.954,1.073,0.059
20290,0,0.011,0,2.224,0.866,0.089
20291,0,0,0,0.379,0.154,0.014
20292,0,0.001,0,0.225,0.137,0.005
20293,0,0.002,0,1.717,0.769,0.059
20294,0,0.001,0,1.506,0.867,0.04
20295,0,0,0,0.049,0.031,0.001
20296,0,0,0,0.988,0.459,0.034
20297,0,0.004,0,4.979,2.744,0.163
20298,0,0.022,0,3.57,1.612,0.136
20299,0,0.002,0,1.326,0.758,0.036
20300,0,0.001,0,0.502,0.279,0.016
20301,0,0.013,0,3.347,1.889,0.099
20302,0,0.029,0,7.84,4.286,0.239
20303,0,0.026,0,7.268,3.464,0.261
20304,0,0.001,0,2.342,1.266,0.069
20305,0,0.001,0,2.679,2.266,0.031
20306,0,0.002,0,2.777,1.473,0.087
20307,0,0.002,0,2.416,1.285,0.084
20308,0,0,0,2.952,1.581,0.108
20309,0,0.042,0,7.345,2.685,0.366
20310,0,0.004,0,1.477,0.384,0.088
20313,0,0,0,0.021,0.008,0.001
20314,0,0,0,0.057,0.011,0.004
20315,0,0.007,0,1.614,0.589,0.068
20316,0,0.002,0,1.146,0.435,0.046
20317,0,0.002,0,0.744,0.389,0.022
20318,0,0.001,0,0.875,0.351,0.033
20319,0,0.006,0,1.699,0.549,0.082
20320,0,0.006,0,2.999,0.591,0.154
20321,0,0.018,0,4.096,1.226,0.197
20322,0,0.007,0,3.721,1.245,0.172
20323,0,0.024,0,3.402,1.096,0.161
20324,0,0.124,0,7.781,2.131,0.377
20325,0,0.017,0,2.919,0.671,0.155
20326,0,0,0,0.095,0.017,0.003
20327,0,0,0,0.029,0.009,0.001
20328,0,0,0,0.008,0.003,0
20330,0,0.002,0,0.119,0.075,0.003
20336,0,0.005,0,0.378,0.156,0.014
20337,0,0.002,0,0.294,0.161,0.009
20338,0,0,0,0.012,0.008,0
20340,0,0,0,0.003,0.003,0
20341,0,0,0,0,0,0
20349,0,0,0,0.013,0.003,0.001
20350,0,0.001,0,0.284,0.144,0.01
20351,0,0.001,0,0.299,0.226,0.004
20352,0,0,0,0.068,0.035,0.002
20353,0,0.009,0,0.759,0.316,0.029
20354,0,0.001,0,0.107,0.013,0.006
20355,0,0,0,0.002,0.002,0
20386,0,0,0,0.02,0.02,0
20387,0,0.003,0,0.013,0.013,0
20390,0,0,0,0.016,0.016,0
20400,0,0,0,0.002,0,0
20401,0,0,0,0.001,0,0
20403,0,0,0,0.179,0.026,0.01
20404,0,0.002,0,0.432,0.144,0.024
20475,0,0.025,0,0,0,0
20476,0,0.036,0,0.309,0.114,0.014
20477,0,0.134,0,0.959,0.81,0.043
20478,0,0.084,0,0.206,0.163,0.004
20479,0,0.098,0,0.523,0.373,0.023
20480,0,0.078,0,2.011,0.836,0.123
20481,0,0.009,0,5.998,2.303,0.32
20482,0,0,0,0.43,0.253,0.026
20483,0,0,0,0.016,0.002,0.001
20636,0,0,0,0.147,0.079,0.012
20637,0,0.003,0,0.387,0.27,0.033
20638,0,0.001,0,0.051,0.026,0.003
20639,0,0,0,0.101,0.033,0.005
20641,0,0,0,0.001,0.005,0.001
20642,0,0,0,0.041,0.005,0.002
20644,0,0,0,0.036,0.004,0.002
20645,0,0,0,0.033,0.004,0.002
20647,0,0,0,0.013,0.002,0
20648,0,0,0,0.091,0.02,0.005
20650,0,0,0,0.022,0.003,0.001
20651,0,0,0,0.012,0.002,0.001
20652,0,0,0,0.002,0,0
20684,0,0,0,0.381,0.053,0.023
20685,0,0,0,0.831,0.232,0.057
20686,0,0.005,0,1.181,0.437,0.089
20687,0,0.016,0,0.886,0.316,0.065
20696,0,0,0,0.015,0.002,0.001
20697,0,0,0,0.062,0.008,0.004
20699,0,0,0,0.063,0.007,0.004
20700,0,0,0,0.114,0.014,0.007
20701,0,0.049,0,8.37,1.092,0.501
20702,0,0.1,0,13.571,1.736,0.805
20703,0,0.241,0,13.416,1.725,0.798
20704,0,0.346,0,18.764,2.601,1.138
20705,0,0.143,0,16.373,2.673,0.969
20706,0,0.538,0,28.933,3.882,1.725
20707,0,0.416,0,32.222,5.007,1.873
20708,0,0.603,0,34.286,5.356,2.049
20709,0,0.447,0,33.881,5.558,1.984
20710,0,0.314,0,39.373,5.604,2.381
20711,0,0.415,0,39.102,5.959,2.307
20712,0,0.448,0,36.766,6.735,2.062
20713,0,0.59,0,37.893,5.991,2.184
20714,0,0.454,0,32.024,5.096,1.865
20715,0,0.34,0,29.494,4.681,1.701
20716,0,0.433,0,35.589,6.467,2.049
20717,0,0.43,0,38.826,7.816,2.142
20718,0,0.234,0,33.249,9.173,1.666
20719,0,0.189,0,30.444,7.619,1.569
20720,0,0.147,0,21.453,5.197,1.115
20721,0,0.411,0,32.603,6.168,1.831
20722,0,0.288,0,33.418,5.486,1.921
20723,0,0.131,0,24.51,4.323,1.373
20724,0,0.008,0,14.199,2.271,0.807
20725,0,0.003,0,9.119,1.428,0.506
20726,0,0.002,0,7.964,1.126,0.442
20727,0,0.001,0,5.23,0.793,0.286
20728,0,0,0,2.743,0.604,0.157
20729,0,0.001,0,1.561,0.295,0.078
20730,0,0,0,0.968,0.383,0.051
20731,0,0,0,0.528,0.096,0.025
20732,0,0,0,1.199,0.351,0.058
20733,0,0.002,0,2.609,1.181,0.142
20734,0,0.012,0,7.565,3.113,0.385
20735,0,0.026,0,7.728,2.093,0.421
20736,0,0.049,0,12.121,2.207,0.686
20737,0,0.034,0,13.411,4.184,0.706
20738,0,0.027,0,17.649,3.499,0.982
20739,0,0.049,0,20.034,3.396,1.169
20740,0,0.022,0,16.529,2.967,0.945
20741,0,0.083,0,12.718,2.175,0.715
20742,0,0.089,0,17.298,2.83,1.007
20743,0,0.183,0,26.031,4.145,1.474
20744,0,0.218,0,27.188,4.789,1.54
20745,0,0.296,0,27.952,4.831,1.571
20746,0,0.382,0,30.731,4.658,1.742
20747,0,0.52,0,35.904,5.737,2.034
20748,0,0.181,0,18.291,2.823,1.076
20792,0,0.067,0,8.038,5.059,0.373
20793,0,0.019,0,2.559,1.024,0.147
20795,0,0.101,0,8.591,4.698,0.35
20796,0,0.187,0,20.362,14.351,0.649
20797,0,0.206,0,24.664,18.154,0.764
20798,0,0.281,0,26.115,17.9,0.702
20799,0,0.122,0,14.41,11.287,0.317
20800,0,0.336,0,22.472,13.308,0.752
20801,0,0.501,0,24.767,10.17,1.047
20802,0,0.015,0,1.621,0.538,0.082
20803,0,0,0,0.14,0.093,0.002
20804,0,0.007,0,1.87,0.842,0.081
20805,0,0.1,0,9.627,6.143,0.391
20806,0,0.101,0,8.107,4.59,0.305
20807,0,0.413,0,22.203,5.969,1.129
20808,0,0.239,0,14.539,4.077,0.775
20809,0,0.045,0,2.93,1.176,0.162
20810,0,0.095,0,14.663,2.837,0.8
20811,0,0.01,0,3.24,0.672,0.176
20813,0,0.001,0,0.102,0.098,0.002
20814,0,0,0,0.742,0.633,0.021
21005,0,0.001,0,0.47,0.193,0.019
21006,0,0,0,1.733,1.288,0.029
21007,0,0.015,0,5.046,2.776,0.155
21008,0,0.012,0,1.984,1.184,0.05
21009,0,0,0,3.024,1.706,0.086
21010,0,0.002,0,3.456,2.311,0.079
21011,0,0.009,0,5.248,3.963,0.09
21012,0,0.009,0,2.779,1.258,0.098
21013,0,0.001,0,1.852,1.093,0.051
21014,0,0,0,0.819,0.413,0.028
21015,0,0.001,0,0.681,0.314,0.024
21016,0,0.001,0,1.945,1.504,0.029
21017,0,0.015,0,5.021,3.666,0.111
21018,0,0.078,0,18.777,10.407,0.579
21019,0,0.01,0,8.208,6.303,0.142
21020,0,0.002,0,3.219,1.984,0.088
21021,0,0.001,0,0.692,0.539,0.008
21022,0,0,0,1.072,0.565,0.031
21023,0,0.011,0,6.705,3.158,0.285
21024,0,0.038,0,13.235,4.103,0.648
21025,0,0.037,0,16.085,5.036,0.843
21026,0,0.039,0,13.114,4.376,0.681
21027,0,0.035,0,14.046,4.756,0.698
21028,0,0.079,0,15.662,5.879,0.836
21029,0,0.059,0,7.411,2.403,0.401
21031,0,0.063,0,5.148,1.226,0.269
21032,0,0.036,0,4.293,1.449,0.194
21033,0,0.001,0,1.826,0.399,0.092
21039,0,0,0,0.015,0.002,0.001
21040,0,0.021,0,3.493,1.196,0.161
21041,0,0.082,0,7.619,3.005,0.361
21042,0,0.002,0,0.669,0.38,0.018
21043,0,0,0,0.108,0.099,0.003
21044,0,0,0,0.246,0.173,0.004
21045,0,0,0,0.135,0.03,0.006
21046,0,0,0,0.043,0.021,0.002
21047,0,0,0,0.022,0.017,0
21048,0,0,0,0.109,0.052,0.004
21049,0,0,0,0.002,0.002,0
21050,0,0,0,0.003,0.001,0
21051,0,0,0,0.019,0.002,0.001
21052,0,0,0,0.002,0.002,0
21053,0,0,0,0.007,0.007,0
21056,0,0,0,0.002,0.002,0
21057,0,0,0,0.001,0.001,0
21058,0,0,0,0.001,0.001,0
21060,0,0,0,0.003,0.003,0
21063,0,0,0,0.032,0.022,0.001
21067,0,0,0,0.002,0,0
21068,0,0.001,0,0.315,0.173,0.01
21069,0,0,0,0.091,0.079,0.001
21070,0,0,0,0.041,0.024,0.002
21080,0,0,0,0.068,0.028,0.002
21081,0,0,0,0.034,0.004,0.002
21123,0,0,0,0.108,0.064,0.006
21124,0,0.018,0,0.079,0.044,0.005
21195,0,0.021,0,0,0,0
21196,0,0.079,0,0.003,0.001,0
21197,0,0.107,0,0.489,0.244,0.032
21198,0,0.08,0,0.697,0.368,0.033
21199,0,0.054,0,0.028,0.011,0.001
21200,0,0.075,0,5.647,1.895,0.342
21201,0,0.357,0,23.859,7.688,1.451
21202,0,0.027,0,3.574,1.221,0.18
21203,0,0.444,0,10.309,10.089,1.08
21204,0,0.11,0,7.753,4.61,0.598
21205,0,0,0,0.387,0.145,0.028
21206,0,0,0,0.063,0.008,0.004
21352,0,0.05,0,2.623,1.108,0.19
21353,0,0.196,0,8.883,3.172,0.621
21354,0,0.071,0,2.601,0.799,0.172
21355,0,0.01,0,2.063,0.934,0.151
21356,0,0.004,0,0.726,0.612,0.067
21360,0,0.008,0,0.431,0.089,0.027
21361,0,0.003,0,0.408,0.113,0.025
21362,0,0.076,0,1.718,0.309,0.105
21363,0,0.007,0,1.168,0.333,0.08
21364,0,0.003,0,0.228,0.066,0.015
21365,0,0,0,0.083,0.011,0.004
21404,0,0.022,0,1.819,0.756,0.131
21405,0,0.001,0,0.442,0.152,0.03
21414,0,0,0,0.102,0.012,0.006
21415,0,0.128,0,8.764,1.241,0.531
21416,0,0.168,0,10.028,1.184,0.611
21417,0,0.265,0,16.908,2.666,0.936
21418,0,0.684,0,36.36,6.058,2.02
21419,0,0.714,0,44.25,6.233,2.601
21420,0,0.596,0,40.999,6.61,2.342
21421,0,0.597,0,43.058,7.048,2.533
21422,0,0.756,0,45.492,7.099,2.632
21423,0,0.313,0,37.354,7.089,2.2
21424,0,0.132,0,27.531,5.949,1.532
21425,0,0.089,0,28.492,8.564,1.476
21426,0,0.032,0,20.823,6.525,0.986
21427,0,0.021,0,20.105,7.041,0.892
21428,0,0.041,0,29.188,7.832,1.476
21429,0,0.023,0,28.241,8.346,1.36
21430,0,0.103,0,33.694,10.413,1.656
21431,0,0.444,0,37.643,12.819,1.716
21432,0,0.406,0,34.027,14.889,1.313
21433,0,0.313,0,32.751,11.681,1.469
21434,0,0.47,0,38.558,10.118,1.966
21435,0,0.442,0,39.269,11.674,1.906
21436,0,0.637,0,36.545,14.874,1.527
21437,0,0.514,0,31.337,13.189,1.24
21438,0,0.478,0,30.451,12.941,1.239
21439,0,0.164,0,22.356,8.264,0.961
21440,0,0.091,0,13.341,4.014,0.621
21441,0,0.017,0,9.139,3.258,0.403
21442,0,0.001,0,4.263,1.009,0.216
21443,0,0,0,1.841,0.277,0.088
21444,0,0.012,0,4.969,0.96,0.243
21445,0,0.031,0,6.975,1.314,0.405
21446,0,0.015,0,5.667,1.109,0.305
21447,0,0.056,0,7.705,2.174,0.366
21448,0,0.046,0,9.051,1.735,0.484
21449,0,0.008,0,9.135,1.953,0.47
21450,0,0.109,0,17.258,3.384,0.929
21451,0,0.4,0,30.526,5.619,1.658
21452,0,0.408,0,36.03,8.199,1.878
21453,0,0.546,0,41.43,8.519,2.242
21454,0,0.277,0,32.291,5.729,1.811
21455,0,0.331,0,36.653,6.551,2.047
21456,0,0.539,0,41.393,6.824,2.349
21457,0,0.228,0,27.906,4.649,1.574
21458,0,0.121,0,22.79,3.656,1.288
21459,0,0.281,0,24.529,4.734,1.362
21460,0,0.26,0,25.239,5.248,1.377
21461,0,0.203,0,20.391,3.862,1.141
21462,0,0.197,0,20.381,3.47,1.164
21463,0,0.34,0,29.694,5.153,1.682
21464,0,0.538,0,39.564,6.151,2.256
21465,0,0.704,0,43.75,7.574,2.514
21466,0,0.756,0,44.25,7.332,2.543
21467,0,0.577,0,34.774,6.901,1.953
21468,0,0.034,0,7.397,2.395,0.384
21512,0,0.066,0,7.321,3.888,0.332
21513,0,0,0,0.053,0.043,0.002
21514,0,0.001,0,0.147,0.061,0.006
21515,0,0.379,0,16.768,10.656,0.583
21516,0,0.52,0,29.766,20.402,0.812
21517,0,0.376,0,28.426,20.614,0.726
21518,0,0.386,0,29.976,19.974,0.844
21519,0,0.712,0,36.846,22.682,1.063
21520,0,0.946,0,41.866,21.231,1.394
21521,0,0.537,0,26.727,9.673,1.337
21522,0,0,0,0.003,0.003,0
21526,0,0.31,0,11.792,8.936,0.216
21527,0,0.731,0,27.956,19.919,0.577
21528,0,0.716,0,30.487,19.259,0.809
21529,0,0.76,0,35.181,17.976,1.286
21530,0,0.29,0,18.517,7.004,0.816
21531,0,0.001,0,0.167,0.111,0.013
21533,0,0.002,0,4.35,3.808,0.059
21534,0,0.11,0,15.874,11.613,0.35
21535,0,0.197,0,22.046,12.255,0.859
21536,0,0.268,0,25.749,15.229,0.854
21537,0,0.269,0,23.379,15.343,0.683
21538,0,0.117,0,13.728,6.936,0.496
21539,0,0.14,0,16.446,9.543,0.495
21540,0,0.137,0,16.296,7.359,0.745
21541,0,0.084,0,9.738,4.511,0.409
21542,0,0.02,0,3.94,1.57,0.183
21716,0,0.001,0,0.075,0.009,0.004
21717,0,0.048,0,3.492,0.714,0.213
21718,0,0.028,0,1.897,0.713,0.099
21729,0,0,0,0.006,0.006,0
21730,0,0,0,0.331,0.215,0.008
21731,0,0,0,0.299,0.136,0.011
21732,0,0.005,0,3.121,2.15,0.062
21733,0,0.019,0,11.988,7.002,0.326
21734,0,0.021,0,13.824,7.53,0.421
21735,0,0.016,0,21.009,11.086,0.718
21736,0,0.048,0,26.591,11.274,1.111
21737,0,0.114,0,25.999,14.942,0.896
21738,0,0.143,0,22.967,12.534,0.861
21739,0,0.016,0,12.806,8.805,0.282
21740,0,0.011,0,4.303,2.607,0.131
21741,0,0.003,0,2.558,1.786,0.053
21742,0,0,0,0.382,0.092,0.02
21743,0,0,0,0.008,0.008,0
21744,0,0.001,0,1.619,0.721,0.067
21745,0,0,0,0.153,0.054,0.006
21746,0,0.001,0,1.647,0.56,0.073
21747,0,0,0,0.112,0.045,0.004
21761,0,0,0,0.04,0.019,0.003
21765,0,0,0,0,0,0
21771,0,0,0,0,0,0
21778,0,0,0,0.073,0.037,0.002
21779,0,0,0,0.086,0.086,0
21780,0,0,0,0.004,0.004,0
21781,0,0,0,0.038,0.038,0
21782,0,0,0,0.011,0.011,0
21783,0,0,0,0.003,0.003,0
21784,0,0,0,0.006,0.006,0
21788,0,0,0,0.032,0.007,0.002
21789,0,0,0,0.001,0.001,0
21790,0,0,0,0.012,0.012,0
21791,0,0,0,0.005,0.005,0
21792,0,0,0,0.001,0,0
21793,0,0,0,0.213,0.099,0.006
21794,0,0,0,0.287,0.094,0.013
21795,0,0.036,0,1.369,0.465,0.059
21796,0,0.013,0,0.635,0.312,0.022
21797,0,0,0,0.001,0,0
21798,0,0,0,0.003,0,0
21799,0,0,0,0.191,0.044,0.01
21800,0,0.022,0,2.715,0.538,0.168
21801,0,0.021,0,4.145,1.452,0.253
21802,0,0,0,0.001,0,0
21844,0,0,0,0.097,0.012,0.006
21845,0,0,0,0.559,0.132,0.036
21846,0,0.092,0,1.349,0.634,0.089
21847,0,0.155,0,1.746,0.766,0.117
21848,0,0.016,0,0.098,0.078,0.006
21916,0,0.054,0,0.323,0.214,0.014
21917,0,0.038,0,0.218,0.302,0.016
21918,0,0.08,0,1.911,0.784,0.101
21919,0,0.293,0,4.585,2.726,0.265
21920,0,0.24,0,9.172,4.389,0.533
21921,0,0.057,0,4.466,1.122,0.279
21922,0,0.001,0,0.153,0.084,0.006
21923,0,0.016,0,0.281,0.059,0.014
21924,0,0.004,0,0.108,0.014,0.006
21925,0,0.001,0,0.061,0.03,0.005
21998,0,0,0,0.004,0.038,0.002
21999,0,0,0,0.096,0.086,0.011
22072,0,0.158,0,7.185,2.531,0.456
22073,0,0.064,0,4.623,2.12,0.334
22074,0,0.016,0,1.054,0.607,0.074
22075,0,0,0,0.001,0.001,0
22076,0,0,0,0.022,0.003,0.001
22077,0,0.022,0,0.708,0.226,0.048
22078,0,0.035,0,2.685,0.996,0.172
22079,0,0.071,0,3.593,1.213,0.233
22080,0,0.213,0,6.679,1.812,0.422
22081,0,0.032,0,2.65,0.481,0.157
22082,0,0.019,0,1.208,0.174,0.073
22119,0,0.012,0,0.931,0.274,0.063
22120,0,0,0,0.006,0.005,0
22129,0,0,0,0.097,0.072,0.009
22130,0,0,0,0.895,0.108,0.05
22131,0,0.07,0,5.916,1.374,0.341
22132,0,0.145,0,10.796,2.445,0.581
22133,0,0.291,0,19.339,3.698,1.046
22134,0,0.403,0,28.031,4.808,1.57
22135,0,0.937,0,44.737,8.695,2.478
22136,0,1.121,0,52.687,7.481,3.026
22137,0,1.046,0,52.259,9.319,2.861
22138,0,0.993,0,52.917,8.317,2.957
22139,0,0.977,0,51.382,8.731,2.873
22140,0,0.444,0,49.037,11.144,2.702
22141,0,0.27,0,48.193,13.097,2.368
22142,0,0.359,0,49.241,10.276,2.7
22143,0,0.308,0,45.098,10.227,2.517
22144,0,0.313,0,43.281,8.806,2.408
22145,0,0.187,0,38.59,8.85,2.105
22146,0,0.09,0,36.186,7.432,2.061
22147,0,0.111,0,27.949,7.199,1.459
22148,0,0.092,0,23.466,6.884,1.137
22149,0,0.118,0,22.707,8.374,0.999
22150,0,0.13,0,19.026,7.449,0.772
22151,0,0.175,0,20.483,9.266,0.771
22152,0,0.09,0,15.766,6.336,0.648
22153,0,0.023,0,15.536,7.155,0.573
22154,0,0.016,0,11.503,5.587,0.395
22155,0,0.041,0,15.695,7.235,0.573
22156,0,0.083,0,14.554,6.044,0.619
22157,0,0.099,0,15.378,6.314,0.617
22158,0,0.023,0,8.952,2.737,0.419
22159,0,0.117,0,16.171,4.333,0.789
22160,0,0.108,0,17.196,4.82,0.857
22161,0,0.084,0,15.456,4.552,0.74
22162,0,0.022,0,5.682,1.287,0.296
22163,0,0.099,0,9.217,1.84,0.517
22164,0,0.21,0,15.89,3.03,0.848
22165,0,0.187,0,17.441,3.489,0.969
22166,0,0.224,0,19.206,3.724,1.051
22167,0,0.285,0,24.935,5.004,1.377
22168,0,0.45,0,30.06,6.149,1.611
22169,0,0.362,0,22.822,3.659,1.295
22170,0,0.361,0,20.239,3.481,1.161
22171,0,0.579,0,34.753,6.328,1.917
22172,0,0.598,0,38.275,7.671,2.1
22173,0,0.642,0,45.679,8.545,2.498
22174,0,0.844,0,44.657,7.36,2.516
22175,0,0.783,0,35.717,5.741,2.042
22176,0,0.801,0,42.15,6.598,2.374
22177,0,0.975,0,55.13,8.352,3.124
22178,0,0.999,0,53.225,7.463,3.084
