m30,BTR1,FET1,FDT1,SHR1,GRS1,CRP1,AVE1
19568,128,6373,8,11156,1129,12,238.2
19569,128,6373,8,11156,1129,12,912.7
19570,128,6373,8,11156,1129,12,1259.6
19571,128,6373,8,11156,1129,12,1775.5
19572,128,6373,8,11156,1129,12,1684.7
19573,128,6373,8,11156,1129,12,446.7
19574,128,6373,8,11156,1129,12,823.2
19575,128,6373,8,11156,1129,12,536.5
19576,128,6373,8,11156,1129,12,30.3
19580,128,5837,8,10515,1087,12,172.6
19581,128,6373,8,11156,1129,12,171.5
19582,128,6373,8,11028,1115,12,614
19583,128,6373,8,11156,1129,12,699.2
19584,128,6373,8,11156,1129,12,433.3
19585,128,25,8,11156,1129,12,53.7
19587,128,25,8,11156,1129,12,11.5
19588,128,25,8,11156,1129,4,0.7
19592,128,25,8,11028,1125,12,43
19593,128,25,8,11028,1125,12,149.4
19594,128,6373,8,10644,1049,12,140.2
19595,128,25,8,11156,1129,12,1.7
19596,128,25,8,11156,1129,12,6.8
19597,128,25,8,10772,1101,12,31
19598,128,6373,8,11156,1120,12,241
19599,128,6373,8,11156,1129,12,61.8
19600,128,25,8,8848,1031,12,5.8
19601,128,6373,8,10900,1092,12,15.9
19602,128,25,8,11156,1129,12,1.6
19603,128,25,8,11156,1129,4,0.9
19604,128,25,8,11156,5,4,0.1
19612,128,25,8,11156,1129,4,1.1
19613,128,6373,8,11156,1129,12,43.3
19614,128,25,8,11156,1129,4,1.6
19615,128,6373,8,11156,1129,4,23.7
19616,128,6373,8,11156,1129,12,59.9
19617,128,25,8,11156,1129,12,5.4
19618,128,25,8,11156,1129,4,0.4
19619,128,25,8,11156,1129,12,4.2
19622,128,25,8,11156,1129,4,0.4
19624,128,25,8,11156,1129,12,4.9
19625,128,25,8,11156,1129,12,3.1
19626,128,6373,8,11156,1129,12,18.7
19627,128,6373,8,11156,1129,12,80.3
19628,128,25,8,11156,1129,4,0.4
19629,128,25,8,11156,1129,4,0.6
19630,128,25,8,11156,1129,4,0.2
19632,128,6373,8,11156,1129,12,11.5
19633,128,25,8,11156,1129,12,9.6
19634,128,6373,8,11156,1129,12,4.1
19636,128,25,8,11156,1129,12,1.6
19637,128,25,8,11156,1129,12,18.5
19639,128,25,8,8335,847,4,0.4
19640,128,25,8,0,0,12,0
19661,128,25,8,11156,1129,12,6.7
19662,128,153,8,11156,1129,12,246
19663,128,153,8,11156,1129,12,206.8
19664,128,153,8,10772,1115,12,53.9
19665,128,25,8,11156,1129,12,62.4
19666,128,25,8,11156,1129,12,11.8
19667,128,0,8,0,0,4,0
19668,128,0,8,1282,339,12,1.6
19669,128,25,8,4488,438,12,7.8
19670,128,25,8,8720,955,12,12.5
19671,128,0,8,0,0,12,0
19672,128,0,8,0,0,12,0
19675,128,25,8,0,0,4,0
19676,128,25,8,11156,1129,4,1.2
19749,128,0,8,128,5,4,0
19754,128,0,8,128,5,4,0
19755,128,25,8,11156,1129,12,5.6
19756,128,153,8,10644,1092,12,120
19757,128,153,8,10772,1125,12,68.3
19758,128,153,8,7822,913,12,147.9
19759,128,153,8,3847,376,12,16.2
19760,128,127,8,8592,1002,12,7.7
19761,128,102,8,8335,715,12,0.8
19762,128,25,8,0,0,4,0
19763,128,153,8,6284,894,12,2
19764,128,25,8,0,5,4,0
19834,128,25,8,6412,1129,12,6.7
19850,128,25,8,0,0,12,0
19919,128,25,8,0,0,12,0
19920,128,25,8,0,0,4,0
19921,128,25,8,1795,296,12,1.7
19922,128,25,8,0,0,12,0
19923,128,25,8,6412,1129,4,0.9
19924,128,25,8,6412,1129,4,0.6
19925,128,25,8,6412,1129,4,2.2
19926,128,25,8,6412,1129,4,1
19927,128,25,8,6412,1129,4,0.1
19928,128,25,8,6412,1129,4,1.1
19930,128,765,8,6412,1129,12,7.7
19931,128,25,8,6412,1129,12,3.8
19933,128,25,8,6412,1129,12,3.5
19934,128,25,8,0,14,12,0
19935,128,25,8,2565,494,12,8.2
19936,128,25,8,0,0,12,0
19937,128,765,8,3975,607,12,13.3
19938,128,25,8,898,113,12,2.3
19986,128,25,8,0,0,12,0
19987,128,178,8,3334,541,12,85.1
19988,128,739,8,3975,696,12,165.5
19989,128,663,8,5642,1021,12,595.6
19990,128,561,8,4360,621,12,447.7
19991,128,739,8,5514,960,12,625.3
19992,128,765,8,6027,1059,12,918.1
19993,128,765,8,6155,1064,12,533
19994,128,637,8,3847,673,12,217
19995,128,688,8,5001,913,12,204.6
19996,128,739,8,5386,904,12,202.2
19997,128,765,8,5899,1045,12,808.1
19998,128,765,8,6284,1092,12,1209.4
19999,128,739,8,6155,1068,12,1690.4
20000,128,688,8,5642,918,12,1815.8
20001,128,765,8,6412,1129,12,2513.1
20002,128,765,8,6412,1129,12,2897
20003,128,765,8,6412,1120,12,2713.4
20004,128,714,8,6027,1016,12,2487.1
20005,128,688,8,5899,1031,12,1994.5
20006,128,765,8,6412,1129,12,2094.8
20007,128,765,8,6412,1129,12,921.3
20008,128,765,8,6412,1129,12,690
20009,128,765,8,6412,1129,12,531.4
20010,128,765,8,6412,1129,12,172.7
20011,128,25,8,6412,1129,12,37.1
20012,128,765,8,6412,1129,12,198.1
20013,128,765,8,6412,1129,12,282.6
20014,128,765,8,6412,1129,12,472.2
20015,128,765,8,6412,1129,12,728.8
20016,128,765,8,6412,1129,12,557.2
20017,128,765,8,6412,1129,12,408.2
20018,128,765,8,6412,1129,12,638.2
20019,128,765,8,6412,1129,12,813.3
20020,128,765,8,6412,1129,12,727.7
20021,128,765,8,6412,1129,12,1463.4
20022,128,765,8,6412,1129,12,2070.4
20023,128,765,8,6412,1129,12,2675.2
20024,128,765,8,6412,1129,12,3366.8
20025,128,765,8,6284,1082,12,2904.1
20026,128,714,8,5899,1049,12,1349.2
20027,128,714,8,5771,932,12,988.8
20028,128,765,8,3847,678,12,15.9
20077,128,714,8,6027,1026,12,218.2
20078,128,688,8,5899,1021,12,309.3
20079,128,765,8,6284,1125,12,167.4
20080,128,25,8,6412,1129,12,3.5
20084,128,25,8,6155,1049,12,210.3
20085,128,25,8,6412,1129,12,20.3
20106,128,25,8,0,0,12,0
20278,128,6373,8,11156,1129,12,169.5
20279,128,25,8,11156,1129,12,44.5
20280,128,25,8,11028,1125,12,168.5
20281,128,25,8,10515,1101,12,23
20282,128,6373,8,11156,1129,12,552.7
20283,128,6373,8,11156,1129,12,2102.1
20284,128,6373,8,11156,1129,12,2566.4
20285,128,6373,8,11156,1129,12,356.4
20286,128,25,8,11028,1129,12,33.5
20287,128,6169,8,10387,1040,12,485.9
20288,128,6373,8,9233,1054,12,266.5
20289,128,6373,8,10772,1082,12,222.4
20290,128,6373,8,10387,1087,12,241.1
20291,128,25,8,10387,979,12,40.8
20292,128,6373,8,11156,1129,12,26.7
20293,128,6373,8,11156,1129,12,200.4
20294,128,6373,8,11156,1129,12,177.9
20295,128,25,8,11156,1129,12,5.8
20296,128,25,8,11156,1129,12,115.4
20297,128,6373,8,11156,1129,12,586.8
20298,128,6373,8,11156,1129,12,417.9
20299,128,6373,8,11156,1129,12,156.6
20300,128,6373,8,11028,1111,12,58.5
20301,128,6373,8,10900,1125,12,387
20302,128,6322,8,11028,1125,12,914.7
20303,128,6373,8,11028,1125,12,842.2
20304,128,6373,8,11156,1129,12,275.7
20305,128,6373,8,11156,1129,12,324.6
20306,128,6373,8,11156,1129,12,326.6
20307,128,6373,8,11028,1120,12,280.9
20308,128,6373,8,11156,1129,12,347.2
20309,128,6373,8,11156,1129,12,852.4
20310,128,6373,8,11156,1129,12,169.3
20313,128,25,8,11156,1129,12,2.4
20314,128,25,8,11156,1129,12,6.5
20315,128,6373,8,11028,1125,12,185.1
20316,128,6373,8,11028,1125,12,131.4
20317,128,6373,8,11156,1129,12,87.6
20318,128,6373,8,10131,984,12,92.1
20319,128,6373,8,10259,1087,12,180.7
20320,128,5863,8,10900,1111,12,333.8
20321,128,6092,8,10772,1082,12,455.7
20322,128,6373,8,11156,1129,12,429.7
20323,128,6373,8,11156,1129,12,393.5
20324,128,6373,8,11156,1129,12,900
20325,128,6271,8,10900,1078,12,326.5
20326,128,25,8,10387,701,12,10
20327,128,25,8,11156,1129,12,3.4
20328,128,25,8,11156,1129,4,0.9
20330,128,6373,8,11156,1129,12,14.2
20336,128,6373,8,11156,1129,12,44.2
20337,128,6373,8,11156,1129,12,34.7
20338,128,25,8,11156,1129,4,1.4
20340,128,25,8,11156,1129,4,0.3
20341,128,25,8,11156,1129,4,0
20349,128,25,8,11156,1129,12,1.5
20350,128,6373,8,11156,1129,12,33.4
20351,128,6373,8,11156,1129,12,35.9
20352,128,25,8,10387,1111,12,7.4
20353,128,6373,8,11156,1129,12,88.8
20354,128,6373,8,11156,1129,12,12.2
20355,128,25,8,0,0,4,0
20386,128,25,8,8592,875,4,1.9
20387,128,25,8,0,0,4,0
20390,128,25,8,11156,1129,4,1.9
20400,128,25,8,0,5,4,0
20401,128,25,8,0,5,4,0
20403,128,25,8,7822,654,12,14.2
20404,128,0,8,256,9,12,1.1
20475,128,153,8,128,5,4,0
20476,128,153,8,11156,1129,12,35.9
20477,128,127,8,10772,1106,12,112.5
20478,128,153,8,11156,1129,12,24.9
20479,128,153,8,11156,1129,12,62.7
20480,128,153,8,11156,1129,12,233.9
20481,128,153,8,11156,1129,12,695.2
20482,128,25,8,11156,1129,12,50.8
20483,128,25,8,0,0,12,0
20636,128,25,8,6412,1129,12,10.3
20637,128,765,8,6412,1129,12,27.9
20638,128,765,8,6412,1129,12,3.6
20639,128,25,8,1154,56,12,1.2
20641,128,25,8,6412,1129,12,0.1
20642,128,25,8,6412,1129,12,2.7
20644,128,25,8,6412,1129,12,2.3
20645,128,25,8,6412,1129,12,2.2
20647,128,25,8,1154,325,12,0.2
20648,128,0,8,1667,555,12,1.6
20650,128,765,8,6412,1129,12,1.4
20651,128,25,8,6412,1129,12,0.8
20652,128,25,8,3206,0,4,0.1
20684,128,0,8,0,0,12,0
20685,128,0,8,0,0,12,0
20686,128,0,8,2565,245,12,31.4
20687,128,51,8,1411,400,12,13.8
20696,128,25,8,0,0,12,0
20697,128,25,8,0,0,12,0
20699,128,25,8,0,0,12,0
20700,128,25,8,0,0,12,0
20701,128,714,8,5258,932,12,450.7
20702,128,765,8,6412,1120,12,890.5
20703,128,765,8,6412,1125,12,881.6
20704,128,765,8,6412,1129,12,1235.3
20705,128,765,8,6412,1129,12,1081.2
20706,128,739,8,6027,1040,12,1788.4
20707,128,663,8,5642,974,12,1869.7
20708,128,663,8,5771,993,12,2036.1
20709,128,663,8,5771,1002,12,2014.2
20710,128,765,8,6412,1129,12,2590.6
20711,128,765,8,6412,1129,12,2577.9
20712,128,714,8,6027,1068,12,2291.2
20713,128,739,8,5899,1026,12,2301.4
20714,128,714,8,6027,1031,12,1986.1
20715,128,688,8,5771,1026,12,1752.7
20716,128,765,8,6412,1125,12,2358.3
20717,128,765,8,6412,1129,12,2581.3
20718,128,765,8,6412,1129,12,2237.5
20719,128,765,8,6412,1129,12,2039.8
20720,128,765,8,6412,1129,12,1435.5
20721,128,765,8,6412,1129,12,2163.5
20722,128,765,8,6412,1129,12,2207.1
20723,128,765,8,6412,1129,12,1621.5
20724,128,765,8,6412,1129,12,936.3
20725,128,765,8,6412,1129,12,600.9
20726,128,765,8,6412,1129,12,523.4
20727,128,765,8,6412,1129,12,344.3
20728,128,765,8,6412,1129,12,182.7
20729,128,765,8,6412,1129,12,103.5
20730,128,25,8,6412,1129,12,66.4
20731,128,25,8,6412,1129,12,34.9
20732,128,25,8,6412,1129,12,80.8
20733,128,765,8,6412,1129,12,180.6
20734,128,765,8,6412,1129,12,520.4
20735,128,765,8,6412,1129,12,519.4
20736,128,765,8,6412,1129,12,802.5
20737,128,765,8,6412,1129,12,907.5
20738,128,765,8,6412,1129,12,1171.5
20739,128,765,8,6412,1129,12,1323.5
20740,128,765,8,6412,1129,12,1093.7
20741,128,765,8,6412,1129,12,840.7
20742,128,765,8,6412,1129,12,1141.9
20743,128,765,8,6412,1129,12,1717.5
20744,128,765,8,6412,1129,12,1799.2
20745,128,714,8,6155,1096,12,1775.7
20746,128,739,8,5642,1002,12,1783.6
20747,128,714,8,5899,1026,12,2180.8
20748,128,688,8,5129,927,12,965.7
20792,128,714,8,5899,1049,12,527.7
20793,128,637,8,4745,767,12,129.4
20795,128,561,8,4488,842,12,425.7
20796,128,714,8,6155,1096,12,1412
20797,128,765,8,6412,1129,12,1788.1
20798,128,765,8,6412,1129,12,1878.8
20799,128,765,8,6412,1129,12,1052.4
20800,128,765,8,6412,1129,12,1593.8
20801,128,765,8,6412,1125,12,1706.4
20802,128,739,8,5514,936,12,94.5
20803,128,25,8,5642,922,12,8.8
20804,128,765,8,6412,1129,12,129.5
20805,128,765,8,6284,1111,12,674
20806,128,765,8,6284,1125,12,561.9
20807,128,765,8,6412,1129,12,1494.3
20808,128,765,8,6412,1120,12,979.8
20809,128,765,8,6155,984,12,192.3
20810,128,739,8,6027,1040,12,914
20811,128,765,8,6412,1082,12,215.1
20813,128,765,8,5642,871,12,6.6
20814,128,765,8,5258,908,12,44.8
21005,128,6373,8,10515,1012,12,51.4
21006,128,25,8,11156,1129,12,207.9
21007,128,6373,8,11156,1129,12,595.3
21008,128,6373,8,10387,1092,12,219.8
21009,128,6373,8,11028,1120,12,352.6
21010,128,6373,8,10772,1101,12,397.8
21011,128,6194,8,11156,1129,12,630.7
21012,128,6373,8,11028,1115,12,321.1
21013,128,6373,8,10131,1026,12,198.9
21014,128,25,8,11156,1129,12,96.1
21015,128,6373,8,11156,1129,12,79.6
21016,128,6373,8,11028,1120,12,231.4
21017,128,6271,8,11028,1120,12,595.8
21018,128,6322,8,11028,1115,12,2191.8
21019,128,6373,8,11156,1129,12,987.5
21020,128,6373,8,11156,1129,12,381.6
21021,128,6373,8,11156,1129,12,83.4
21022,128,25,8,11156,1129,12,126
21023,128,6373,8,11156,1129,12,784.4
21024,128,6373,8,11156,1129,12,1525.3
21025,128,6373,8,11156,1120,12,1853.3
21026,128,6373,8,11156,1129,12,1514.9
21027,128,6373,8,11156,1129,12,1623
21028,128,6373,8,11156,1129,12,1818.8
21029,128,6373,8,11156,1129,12,857.7
21031,128,6373,8,10900,1120,12,579
21032,128,6322,8,11156,1129,12,497.6
21033,128,6373,8,11156,1129,12,208.2
21039,128,25,8,11156,1129,12,1.7
21040,128,6194,8,10900,1115,12,395.4
21041,128,6373,8,11156,1129,12,889.2
21042,128,6373,8,10644,1068,12,75.4
21043,128,25,8,11156,1129,12,13.2
21044,128,25,8,10900,1115,12,28.8
21045,128,25,8,11156,1129,12,15.4
21046,128,25,8,7822,1054,12,3.6
21047,128,25,8,4488,226,4,1
21048,128,25,8,7053,739,12,8.1
21049,128,25,8,11156,1129,4,0.3
21050,128,25,8,11156,1129,4,0.3
21051,128,25,8,11156,1129,12,2.1
21052,128,25,8,11156,1129,4,0.3
21053,128,25,8,11156,1129,4,0.8
21056,128,25,8,11156,1129,4,0.2
21057,128,25,8,11156,1129,4,0.1
21058,128,25,8,11156,1129,4,0.1
21060,128,25,8,11156,1129,4,0.4
21063,128,6373,8,11156,1129,12,3.8
21067,128,25,8,11156,5,4,0.2
21068,128,6373,8,11156,1129,12,37.2
21069,128,25,8,11156,1129,12,11
21070,128,25,8,11156,1129,12,4.9
21080,128,25,8,0,0,12,0
21081,128,25,8,0,0,12,0
21123,128,0,8,0,0,12,0
21124,128,0,8,0,0,12,0
21195,128,153,8,128,5,4,0
21196,128,127,8,11156,1129,4,0.5
21197,128,127,8,10900,1120,12,56.1
21198,128,127,8,11156,1129,12,82
21199,128,127,8,11156,1129,12,3.3
21200,128,127,8,11156,1129,12,651.5
21201,128,153,8,11156,1129,12,2749.2
21202,128,153,8,11156,1129,12,412.6
21203,128,153,8,11156,1129,12,1264.8
21204,128,153,8,11156,1129,12,917.2
21205,128,153,8,11156,1129,12,44.8
21206,128,153,8,11156,1129,12,7.1
21352,128,688,8,5771,1073,12,163.6
21353,128,663,8,4488,781,12,424.8
21354,128,561,8,4488,946,12,124.7
21355,128,765,8,6412,1129,12,142.9
21356,128,765,8,6412,1129,12,53.5
21360,128,765,8,6412,1129,12,28.7
21361,128,382,8,5771,1087,12,24.8
21362,128,127,8,2693,536,12,48
21363,128,280,8,3206,847,12,40.3
21364,128,459,8,1411,108,12,3.3
21365,128,25,8,2949,649,12,2.5
21404,128,153,8,3591,621,12,70.1
21405,128,765,8,5258,584,12,24.1
21414,128,25,8,0,0,12,0
21415,128,306,8,2949,508,12,265.2
21416,128,357,8,3591,621,12,368.1
21417,128,714,8,5642,1021,12,983.2
21418,128,688,8,5642,1016,12,2117.9
21419,128,765,8,6284,1111,12,2855.7
21420,128,765,8,6284,1111,12,2654.7
21421,128,765,8,6412,1129,12,2845.3
21422,128,765,8,6412,1129,12,3003.2
21423,128,765,8,6412,1129,12,2477.8
21424,128,765,8,6412,1129,12,1833.7
21425,128,765,8,6412,1129,12,1924.4
21426,128,765,8,6412,1129,12,1409.2
21427,128,765,8,6412,1129,12,1368.9
21428,128,765,8,6412,1129,12,1960.4
21429,128,765,8,6412,1129,12,1905.4
21430,128,765,8,6412,1129,12,2279
21431,128,765,8,6412,1129,12,2562
21432,128,765,8,6412,1129,12,2353.2
21433,128,765,8,6412,1129,12,2234.5
21434,128,765,8,6412,1129,12,2590.4
21435,128,765,8,6412,1129,12,2653.4
21436,128,765,8,6412,1129,12,2516.2
21437,128,765,8,6412,1129,12,2162.3
21438,128,765,8,6412,1129,12,2102.4
21439,128,765,8,6412,1129,12,1528.1
21440,128,765,8,6412,1129,12,901.5
21441,128,765,8,6412,1129,12,622.9
21442,128,765,8,6412,1129,12,284.8
21443,128,765,8,6412,1129,12,121.2
21444,128,765,8,6412,1129,12,329.6
21445,128,765,8,6412,1129,12,462.4
21446,128,765,8,6412,1129,12,376.1
21447,128,765,8,6412,1129,12,519.1
21448,128,765,8,6412,1129,12,600.3
21449,128,765,8,6412,1129,12,607.9
21450,128,765,8,6412,1129,12,1145.7
21451,128,765,8,6412,1129,12,2024
21452,128,765,8,6412,1129,12,2406.2
21453,128,765,8,6412,1129,12,2757.1
21454,128,765,8,6412,1129,12,2137.5
21455,128,765,8,6412,1129,12,2426.9
21456,128,765,8,6412,1129,12,2735.6
21457,128,765,8,6412,1129,12,1843.7
21458,128,765,8,6412,1129,12,1503.6
21459,128,765,8,6412,1129,12,1628.6
21460,128,765,8,6412,1129,12,1679.7
21461,128,765,8,6412,1129,12,1352.7
21462,128,765,8,6412,1129,12,1347.6
21463,128,765,8,6412,1129,12,1964.9
21464,128,765,8,6412,1129,12,2610.7
21465,128,765,8,6412,1129,12,2896.4
21466,128,765,8,6412,1129,12,2926.2
21467,128,765,8,6284,1120,12,2267.1
21468,128,765,8,5899,1026,12,461.2
21512,128,612,8,5514,1045,12,444.8
21513,128,25,8,898,193,12,0.6
21514,128,765,8,4104,696,12,6.5
21515,128,714,8,6027,1054,12,1125.7
21516,128,765,8,6412,1129,12,2143
21517,128,765,8,6412,1129,12,2058.4
21518,128,765,8,6412,1129,12,2150.6
21519,128,765,8,6412,1129,12,2624.2
21520,128,765,8,6412,1129,12,2931.6
21521,128,765,8,6412,1129,12,1827.2
21522,128,25,8,6412,1129,4,0.2
21526,128,765,8,6412,1120,12,858.6
21527,128,765,8,6284,1111,12,1983.7
21528,128,765,8,6412,1129,12,2177.8
21529,128,765,8,6412,1129,12,2464.7
21530,128,765,8,6412,1125,12,1268.4
21531,128,765,8,6412,1129,12,11.9
21533,128,765,8,6412,1125,12,321.8
21534,128,765,8,6027,1068,12,1081.7
21535,128,688,8,5642,965,12,1363.5
21536,128,739,8,6027,1049,12,1713.8
21537,128,714,8,6027,1035,12,1569.9
21538,128,739,8,5899,1026,12,881.9
21539,128,739,8,6155,1045,12,1113.1
21540,128,739,8,5771,979,12,1013.6
21541,128,765,8,6027,1078,12,636.2
21542,128,765,8,5129,894,12,216.3
21716,128,6373,8,9618,1129,12,7.4
21717,128,6373,8,9489,1111,12,342.4
21718,128,6373,8,9618,1129,12,192.3
21729,128,25,8,11156,1129,4,0.7
21730,128,25,8,11028,1125,12,38.9
21731,128,25,8,11156,1129,12,34.9
21732,128,6373,8,11156,1125,12,372.7
21733,128,6373,8,11156,1129,12,1417.7
21734,128,6373,8,11156,1120,12,1628
21735,128,6373,8,11156,1129,12,2470.1
21736,128,6373,8,11156,1129,12,3096.9
21737,128,6347,8,11156,1129,12,3076.5
21738,128,6373,8,11156,1129,12,2712.9
21739,128,6373,8,11156,1129,12,1529.1
21740,128,6373,8,11156,1129,12,510.2
21741,128,6373,8,11156,1129,12,305.7
21742,128,25,8,11156,1129,12,43.6
21743,128,25,8,7951,805,4,0.7
21744,128,6373,8,11156,1129,12,188.8
21745,128,25,8,10644,1111,12,16.9
21746,128,6373,8,11156,1129,12,190.1
21747,128,25,8,11156,1129,12,13
21761,128,25,8,11156,1129,12,4.7
21765,128,25,8,11156,1129,4,0
21771,128,6373,8,128,5,4,0
21778,128,25,8,11156,1129,12,8.6
21779,128,6373,8,10002,1012,4,9.5
21780,128,25,8,11156,1129,4,0.5
21781,128,25,8,11156,1129,4,4.7
21782,128,25,8,11156,1129,4,1.3
21783,128,25,8,11156,1129,4,0.4
21784,128,25,8,11156,1129,4,0.7
21788,128,25,8,2693,696,12,0.9
21789,128,25,8,11156,1129,4,0.1
21790,128,25,8,6925,701,4,0.9
21791,128,25,8,9874,998,4,0.5
21792,128,25,8,11156,5,4,0.1
21793,128,25,8,11156,1129,12,24.9
21794,128,25,8,10772,1115,12,32
21795,128,6373,8,10900,1120,12,156.8
21796,128,6373,8,8592,814,12,57.9
21797,128,25,8,0,0,4,0
21798,128,25,8,0,0,4,0
21799,128,25,8,0,0,12,0
21800,128,0,8,0,0,12,0
21801,128,0,8,0,0,12,0
21802,128,25,8,0,5,4,0
21844,128,25,8,7438,734,12,7.3
21845,128,25,8,8976,969,12,51.4
21846,128,76,8,6155,631,12,87.1
21847,128,76,8,6412,711,12,117.5
21848,128,0,8,1026,362,12,1.3
21916,128,127,8,11156,1129,12,38.5
21917,128,153,8,10644,1125,12,26.6
21918,128,153,8,11156,1125,12,222.1
21919,128,127,8,10644,1068,12,517.5
21920,128,153,8,11156,1129,12,1073.2
21921,128,153,8,11156,1129,12,511.1
21922,128,153,8,11156,1129,12,18.1
21923,128,127,8,6027,838,12,17.5
21924,128,127,8,7822,786,12,8.6
21925,128,153,8,11156,1129,12,7.1
21998,128,25,8,6412,1129,12,0.7
21999,128,25,8,6412,1129,12,7.1
22072,128,637,8,4873,687,12,368.6
22073,128,535,8,4104,649,12,203.9
22074,128,739,8,5771,1040,12,67.3
22075,128,765,8,6412,1129,4,0.1
22076,128,25,8,6412,1129,12,1.4
22077,128,765,8,5001,1007,12,37.8
22078,128,765,8,5899,1026,12,168.9
22079,128,637,8,4104,485,12,153.8
22080,128,204,8,2693,640,12,191.9
22081,128,408,8,3206,692,12,88.4
22082,128,102,8,4873,711,12,60.1
22119,128,255,8,2308,391,12,22.6
22120,128,25,8,0,0,12,0
22129,128,25,8,0,0,12,0
22130,128,25,8,1924,344,12,17.6
22131,128,382,8,2180,513,12,136.3
22132,128,357,8,2565,466,12,288.9
22133,128,433,8,3847,621,12,768.3
22134,128,408,8,3591,711,12,1042.6
22135,128,714,8,5771,1040,12,2679.2
22136,128,765,8,6412,1129,12,3471.7
22137,128,765,8,6412,1129,12,3464.4
22138,128,765,8,6412,1129,12,3494.9
22139,128,765,8,6412,1129,12,3401
22140,128,765,8,6412,1129,12,3273.8
22141,128,765,8,6412,1129,12,3240.3
22142,128,765,8,6412,1129,12,3276.4
22143,128,765,8,6412,1129,12,3009.8
22144,128,765,8,6412,1129,12,2877.3
22145,128,765,8,6412,1129,12,2576
22146,128,765,8,6412,1129,12,2405.1
22147,128,765,8,6412,1129,12,1874.4
22148,128,765,8,6412,1129,12,1583.2
22149,128,765,8,6412,1129,12,1551.6
22150,128,765,8,6412,1129,12,1305.1
22151,128,765,8,6412,1129,12,1419.4
22152,128,765,8,6412,1129,12,1083.2
22153,128,765,8,6412,1129,12,1077.2
22154,128,765,8,6412,1129,12,800.8
22155,128,765,8,6412,1129,12,1088.4
22156,128,765,8,6412,1129,12,1002.1
22157,128,765,8,6412,1129,12,1058.2
22158,128,765,8,6412,1129,12,605.2
22159,128,765,8,6412,1129,12,1086.8
22160,128,765,8,6412,1129,12,1157.9
22161,128,765,8,6412,1129,12,1043.1
22162,128,765,8,6412,1129,12,379.1
22163,128,765,8,6412,1129,12,612.6
22164,128,765,8,6412,1129,12,1054.8
22165,128,765,8,6412,1129,12,1159.2
22166,128,765,8,6412,1129,12,1275.4
22167,128,765,8,6412,1129,12,1657.7
22168,128,765,8,6412,1129,12,2000.5
22169,128,765,8,6412,1129,12,1507.6
22170,128,765,8,6412,1129,12,1339.9
22171,128,765,8,6412,1129,12,2304.4
22172,128,765,8,6412,1129,12,2545.6
22173,128,765,8,6412,1129,12,3030.6
22174,128,765,8,6412,1129,12,2953.3
22175,128,765,8,6412,1129,12,2361.2
22176,128,765,8,6412,1129,12,2783.5
22177,128,765,8,6412,1129,12,3637.1
22178,128,765,8,6412,1129,12,3505.1
22179,128,765,8,6412,1129,12,3601.1
22180,128,765,8,6412,1129,12,3732.6
22181,128,765,8,6412,1129,12,3693.1
22182,128,765,8,6412,1125,12,3462.9
22183,128,739,8,6027,1068,12,2542.1
22184,128,739,8,6284,1096,12,2141
22185,128,739,8,6155,1068,12,1044
22186,128,765,8,6027,1059,12,374.4
22187,128,25,8,4616,795,12,3.5
22236,128,765,8,6412,1129,12,150.7
22237,128,765,8,6412,1129,12,1147.9
22238,128,765,8,6412,1129,12,1154.3
22239,128,765,8,6412,1111,12,1668.7
22240,128,586,8,4616,729,12,195.9
22242,128,25,8,6412,1129,4,0
22245,128,25,8,6412,1129,12,159.3
22246,128,25,8,4104,791,12,38.1
22255,128,765,8,6412,1129,4,28.2
22256,128,765,8,6412,1129,12,283.1
22257,128,765,8,6412,1129,12,918.2
22258,128,765,8,6412,1129,12,1224.4
22259,128,765,8,6412,1129,12,1178.6
22260,128,765,8,6412,1115,12,1014
22261,128,765,8,6412,1125,12,698.5
22262,128,765,8,6412,1129,12,167.8
