Soil NOx emissions calculated according to an implementation of Yienger and Levy 1995
Tsoil, soil wetness, soil NO emission flux and canopy top flux (when) using CRF
Soil NO emission fluxes are calculated for Yienger and Levy emission class: Agric.-land              
Implying a wet soil NO emission factor:   0.36 [ngN m-2 s-1] and a dry soil NO emission factor:   0.36
     istep       ldatltime          Tsoil             ws      NO_slflux      NO_emflux
         # dd-mm-yy hh:min              K              m  molec m-2 s-1 molec. m-2 s-1
       593  06-07-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       594  06-07-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       595  06-07-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       596  06-07-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       597  06-07-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       598  06-07-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       599  06-07-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       600  06-07-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       601  06-07-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       602  07-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       603  07-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       604  07-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       605  07-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       606  07-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       607  07-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       608  07-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       609  07-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       610  07-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       611  07-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       612  07-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       613  07-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       614  07-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       615  07-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       616  07-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       617  07-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       618  07-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       619  07-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       620  07-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       621  07-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       622  07-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       623  07-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       624  07-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       625  07-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       626  07-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       627  07-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       628  07-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       629  07-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       630  07-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       631  07-07-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       632  07-07-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       633  07-07-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       634  07-07-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       635  07-07-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       636  07-07-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       637  07-07-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       638  07-07-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       639  07-07-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       640  07-07-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       641  07-07-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       642  07-07-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       643  07-07-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       644  07-07-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       645  07-07-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       646  07-07-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       647  07-07-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       648  07-07-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       649  07-07-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       650  08-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       651  08-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       652  08-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       653  08-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       654  08-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       655  08-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       656  08-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       657  08-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       658  08-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       659  08-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       660  08-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       661  08-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       662  08-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       663  08-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       664  08-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       665  08-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       666  08-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       667  08-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       668  08-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       669  08-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       670  08-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       671  08-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       672  08-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       673  08-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       674  08-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       675  08-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       676  08-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       677  08-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       678  08-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       679  08-07-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       680  08-07-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       681  08-07-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       682  08-07-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       683  08-07-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       684  08-07-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       685  08-07-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       686  08-07-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       687  08-07-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       688  08-07-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       689  08-07-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       690  08-07-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       691  08-07-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       692  08-07-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       693  08-07-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       694  08-07-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       695  08-07-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       696  08-07-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       697  08-07-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       698  09-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       699  09-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       700  09-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       701  09-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       702  09-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       703  09-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       704  09-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       705  09-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       706  09-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       707  09-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       708  09-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       709  09-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       710  09-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       711  09-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       712  09-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       713  09-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       714  09-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       715  09-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       716  09-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       717  09-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       718  09-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       719  09-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       720  09-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       721  09-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       722  09-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       723  09-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       724  09-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       725  09-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       726  09-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       727  09-07-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       728  09-07-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       729  09-07-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       730  09-07-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       731  09-07-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       732  09-07-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       733  09-07-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       734  09-07-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       735  09-07-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       736  09-07-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       737  09-07-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       738  09-07-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       739  09-07-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       740  09-07-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       741  09-07-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       742  09-07-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       743  09-07-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       744  09-07-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       745  09-07-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       746  10-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       747  10-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       748  10-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       749  10-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       750  10-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       751  10-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       752  10-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       753  10-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       754  10-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       755  10-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       756  10-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       757  10-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       758  10-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       759  10-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       760  10-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       761  10-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       762  10-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       763  10-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       764  10-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       765  10-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       766  10-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       767  10-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       768  10-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       769  10-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       770  10-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       771  10-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       772  10-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       773  10-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       774  10-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       775  10-07-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       776  10-07-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       777  10-07-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       778  10-07-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       779  10-07-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       780  10-07-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       781  10-07-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       782  10-07-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       783  10-07-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       784  10-07-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       785  10-07-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       786  10-07-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       787  10-07-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       788  10-07-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       789  10-07-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       790  10-07-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       791  10-07-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       792  10-07-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       793  10-07-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       794  11-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       795  11-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       796  11-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       797  11-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       798  11-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       799  11-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       800  11-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       801  11-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       802  11-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       803  11-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       804  11-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       805  11-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       806  11-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       807  11-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       808  11-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       809  11-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       810  11-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       811  11-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       812  11-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       813  11-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       814  11-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       815  11-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       816  11-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       817  11-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       818  11-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       819  11-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       820  11-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       821  11-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       822  11-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
