Soil NOx emissions calculated according to an implementation of Yienger and Levy 1995
Tsoil, soil wetness, soil NO emission flux and canopy top flux (when) using CRF
Soil NO emission fluxes are calculated for Yienger and Levy emission class: Agric.-land              
Implying a wet soil NO emission factor:   0.36 [ngN m-2 s-1] and a dry soil NO emission factor:   0.36
     istep       ldatltime          Tsoil             ws      NO_slflux      NO_emflux
         # dd-mm-yy hh:min              K              m  molec m-2 s-1 molec. m-2 s-1
       287  30-06-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       288  30-06-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       289  30-06-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       290  30-06-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       291  30-06-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       292  30-06-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       293  30-06-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       294  30-06-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       295  30-06-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       296  30-06-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       297  30-06-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       298  30-06-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       299  30-06-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       300  30-06-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       301  30-06-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       302  30-06-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       303  30-06-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       304  30-06-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       305  30-06-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       306  30-06-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       307  30-06-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       308  30-06-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       309  30-06-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       310  30-06-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       311  30-06-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       312  30-06-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       313  30-06-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       314  01-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       315  01-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       316  01-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       317  01-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       318  01-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       319  01-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       320  01-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       321  01-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       322  01-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       323  01-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       324  01-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       325  01-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       326  01-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       327  01-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       328  01-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       329  01-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       330  01-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       331  01-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       332  01-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       333  01-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       334  01-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       335  01-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       336  01-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       337  01-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       338  01-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       339  01-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       340  01-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       341  01-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       342  01-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       343  01-07-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       344  01-07-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       345  01-07-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       346  01-07-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       347  01-07-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       348  01-07-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       349  01-07-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       350  01-07-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       351  01-07-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       352  01-07-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       353  01-07-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       354  01-07-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       355  01-07-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       356  01-07-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       357  01-07-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       358  01-07-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       359  01-07-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       360  01-07-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       361  01-07-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       362  02-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       363  02-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       364  02-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       365  02-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       366  02-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       367  02-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       368  02-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       369  02-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       370  02-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       371  02-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       372  02-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       373  02-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       374  02-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       375  02-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       376  02-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       377  02-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       378  02-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       379  02-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       380  02-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       381  02-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       382  02-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       383  02-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       384  02-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       385  02-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       386  02-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       387  02-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       388  02-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       389  02-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       390  02-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       391  02-07-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       392  02-07-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       393  02-07-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       394  02-07-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       395  02-07-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       396  02-07-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       397  02-07-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       398  02-07-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       399  02-07-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       400  02-07-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       401  02-07-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       402  02-07-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       403  02-07-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       404  02-07-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       405  02-07-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       406  02-07-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       407  02-07-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       408  02-07-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       409  02-07-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       410  03-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       411  03-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       412  03-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       413  03-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       414  03-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       415  03-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       416  03-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       417  03-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       418  03-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       419  03-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       420  03-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       421  03-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       422  03-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       423  03-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       424  03-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       425  03-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       426  03-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       427  03-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       428  03-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       429  03-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       430  03-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       431  03-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       432  03-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       433  03-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       434  03-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       435  03-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       436  03-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       437  03-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       438  03-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       439  03-07-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       440  03-07-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       441  03-07-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       442  03-07-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       443  03-07-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       444  03-07-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       445  03-07-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       446  03-07-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       447  03-07-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       448  03-07-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       449  03-07-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       450  03-07-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       451  03-07-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       452  03-07-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       453  03-07-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       454  03-07-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       455  03-07-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       456  03-07-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       457  03-07-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       458  04-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       459  04-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       460  04-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       461  04-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       462  04-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       463  04-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       464  04-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       465  04-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       466  04-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       467  04-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       468  04-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       469  04-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       470  04-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       471  04-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       472  04-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       473  04-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       474  04-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       475  04-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       476  04-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       477  04-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       478  04-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       479  04-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       480  04-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       481  04-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       482  04-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       483  04-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       484  04-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       485  04-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       486  04-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       487  04-07-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       488  04-07-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       489  04-07-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       490  04-07-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       491  04-07-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       492  04-07-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       493  04-07-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       494  04-07-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       495  04-07-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       496  04-07-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       497  04-07-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       498  04-07-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       499  04-07-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       500  04-07-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       501  04-07-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       502  04-07-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       503  04-07-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       504  04-07-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       505  04-07-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       506  05-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       507  05-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       508  05-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       509  05-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       510  05-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       511  05-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       512  05-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       513  05-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       514  05-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       515  05-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       516  05-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       517  05-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       518  05-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       519  05-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       520  05-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       521  05-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       522  05-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       523  05-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       524  05-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       525  05-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       526  05-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       527  05-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       528  05-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       529  05-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       530  05-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       531  05-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       532  05-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       533  05-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       534  05-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       535  05-07-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       536  05-07-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       537  05-07-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       538  05-07-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       539  05-07-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       540  05-07-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       541  05-07-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       542  05-07-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       543  05-07-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       544  05-07-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       545  05-07-12 19:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       546  05-07-12 20:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       547  05-07-12 20:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       548  05-07-12 21:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       549  05-07-12 21:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       550  05-07-12 22:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       551  05-07-12 22:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       552  05-07-12 23:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       553  05-07-12 23:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       554  06-07-12 00:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       555  06-07-12 00:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       556  06-07-12 01:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       557  06-07-12 01:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       558  06-07-12 02:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       559  06-07-12 02:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       560  06-07-12 03:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       561  06-07-12 03:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       562  06-07-12 04:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       563  06-07-12 04:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       564  06-07-12 05:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       565  06-07-12 05:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       566  06-07-12 06:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       567  06-07-12 06:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       568  06-07-12 07:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       569  06-07-12 07:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       570  06-07-12 08:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       571  06-07-12 08:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       572  06-07-12 09:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       573  06-07-12 09:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       574  06-07-12 10:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       575  06-07-12 10:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       576  06-07-12 11:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       577  06-07-12 11:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       578  06-07-12 12:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       579  06-07-12 12:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       580  06-07-12 13:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       581  06-07-12 13:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       582  06-07-12 14:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       583  06-07-12 14:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       584  06-07-12 15:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       585  06-07-12 15:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       586  06-07-12 16:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       587  06-07-12 16:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       588  06-07-12 17:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       589  06-07-12 17:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       590  06-07-12 18:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       591  06-07-12 18:30   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
       592  06-07-12 19:00   0.300000E+03   0.250000E+00   0.246026E+15   0.246026E+15
